;time;token;event
176;2022-01-12 19:09:45.187000+00:00;Ud5jpTofcwBZzZtv;scroll
177;2022-01-12 19:09:45.205000+00:00;Ud5jpTofcwBZzZtv;scroll
178;2022-01-12 19:09:45.221000+00:00;Ud5jpTofcwBZzZtv;scroll
179;2022-01-12 19:09:45.238000+00:00;Ud5jpTofcwBZzZtv;scroll
180;2022-01-12 19:09:45.254000+00:00;Ud5jpTofcwBZzZtv;scroll
181;2022-01-12 19:09:45.271000+00:00;Ud5jpTofcwBZzZtv;scroll
182;2022-01-12 19:09:45.288000+00:00;Ud5jpTofcwBZzZtv;scroll
183;2022-01-12 19:09:45.880000+00:00;Ud5jpTofcwBZzZtv;scroll
184;2022-01-12 19:09:46.255000+00:00;Ud5jpTofcwBZzZtv;scroll
185;2022-01-12 19:09:46.272000+00:00;Ud5jpTofcwBZzZtv;scroll
186;2022-01-12 19:09:46.287000+00:00;Ud5jpTofcwBZzZtv;scroll
187;2022-01-12 19:09:46.305000+00:00;Ud5jpTofcwBZzZtv;scroll
188;2022-01-12 19:09:46.321000+00:00;Ud5jpTofcwBZzZtv;scroll
189;2022-01-12 19:09:46.338000+00:00;Ud5jpTofcwBZzZtv;scroll
190;2022-01-12 19:09:46.353000+00:00;Ud5jpTofcwBZzZtv;scroll
191;2022-01-12 19:09:46.371000+00:00;Ud5jpTofcwBZzZtv;scroll
192;2022-01-12 19:09:46.387000+00:00;Ud5jpTofcwBZzZtv;scroll
193;2022-01-12 19:09:46.404000+00:00;Ud5jpTofcwBZzZtv;scroll
194;2022-01-12 19:09:46.421000+00:00;Ud5jpTofcwBZzZtv;scroll
195;2022-01-12 19:09:46.438000+00:00;Ud5jpTofcwBZzZtv;scroll
196;2022-01-12 19:09:46.454000+00:00;Ud5jpTofcwBZzZtv;scroll
197;2022-01-12 19:09:46.471000+00:00;Ud5jpTofcwBZzZtv;scroll
198;2022-01-12 19:09:46.488000+00:00;Ud5jpTofcwBZzZtv;scroll
199;2022-01-12 19:09:46.504000+00:00;Ud5jpTofcwBZzZtv;scroll
200;2022-01-12 19:09:46.521000+00:00;Ud5jpTofcwBZzZtv;scroll
201;2022-01-12 19:09:46.539000+00:00;Ud5jpTofcwBZzZtv;scroll
202;2022-01-12 19:09:46.555000+00:00;Ud5jpTofcwBZzZtv;scroll
203;2022-01-12 19:09:47.138000+00:00;Ud5jpTofcwBZzZtv;scroll
204;2022-01-12 19:09:47.621000+00:00;Ud5jpTofcwBZzZtv;scroll
205;2022-01-12 19:09:47.638000+00:00;Ud5jpTofcwBZzZtv;scroll
206;2022-01-12 19:09:47.654000+00:00;Ud5jpTofcwBZzZtv;scroll
207;2022-01-12 19:09:47.672000+00:00;Ud5jpTofcwBZzZtv;scroll
208;2022-01-12 19:09:47.687000+00:00;Ud5jpTofcwBZzZtv;scroll
209;2022-01-12 19:09:47.705000+00:00;Ud5jpTofcwBZzZtv;scroll
210;2022-01-12 19:09:47.721000+00:00;Ud5jpTofcwBZzZtv;scroll
211;2022-01-12 19:09:47.738000+00:00;Ud5jpTofcwBZzZtv;scroll
212;2022-01-12 19:09:47.754000+00:00;Ud5jpTofcwBZzZtv;scroll
213;2022-01-12 19:09:47.771000+00:00;Ud5jpTofcwBZzZtv;scroll
214;2022-01-12 19:09:47.788000+00:00;Ud5jpTofcwBZzZtv;scroll
215;2022-01-12 19:09:47.805000+00:00;Ud5jpTofcwBZzZtv;scroll
216;2022-01-12 19:09:47.822000+00:00;Ud5jpTofcwBZzZtv;scroll
217;2022-01-12 19:09:47.837000+00:00;Ud5jpTofcwBZzZtv;scroll
218;2022-01-12 19:09:47.855000+00:00;Ud5jpTofcwBZzZtv;scroll
219;2022-01-12 19:09:47.871000+00:00;Ud5jpTofcwBZzZtv;scroll
220;2022-01-12 19:09:47.888000+00:00;Ud5jpTofcwBZzZtv;scroll
221;2022-01-12 19:09:47.904000+00:00;Ud5jpTofcwBZzZtv;scroll
222;2022-01-12 19:09:48.523000+00:00;Ud5jpTofcwBZzZtv;scroll
223;2022-01-12 19:09:48.955000+00:00;Ud5jpTofcwBZzZtv;scroll
224;2022-01-12 19:09:48.972000+00:00;Ud5jpTofcwBZzZtv;scroll
225;2022-01-12 19:09:48.988000+00:00;Ud5jpTofcwBZzZtv;scroll
226;2022-01-12 19:09:49.004000+00:00;Ud5jpTofcwBZzZtv;scroll
227;2022-01-12 19:09:49.021000+00:00;Ud5jpTofcwBZzZtv;scroll
228;2022-01-12 19:09:49.037000+00:00;Ud5jpTofcwBZzZtv;scroll
229;2022-01-12 19:09:49.054000+00:00;Ud5jpTofcwBZzZtv;scroll
230;2022-01-12 19:09:49.071000+00:00;Ud5jpTofcwBZzZtv;scroll
231;2022-01-12 19:09:49.087000+00:00;Ud5jpTofcwBZzZtv;scroll
232;2022-01-12 19:09:49.105000+00:00;Ud5jpTofcwBZzZtv;scroll
233;2022-01-12 19:09:49.122000+00:00;Ud5jpTofcwBZzZtv;scroll
234;2022-01-12 19:09:49.137000+00:00;Ud5jpTofcwBZzZtv;scroll
235;2022-01-12 19:09:49.155000+00:00;Ud5jpTofcwBZzZtv;scroll
236;2022-01-12 19:09:49.170000+00:00;Ud5jpTofcwBZzZtv;scroll
237;2022-01-12 19:09:49.188000+00:00;Ud5jpTofcwBZzZtv;scroll
238;2022-01-12 19:09:49.204000+00:00;Ud5jpTofcwBZzZtv;scroll
239;2022-01-12 19:09:49.221000+00:00;Ud5jpTofcwBZzZtv;scroll
240;2022-01-12 19:09:49.837000+00:00;Ud5jpTofcwBZzZtv;scroll
241;2022-01-12 19:09:50.289000+00:00;Ud5jpTofcwBZzZtv;scroll
242;2022-01-12 19:09:50.305000+00:00;Ud5jpTofcwBZzZtv;scroll
243;2022-01-12 19:09:50.321000+00:00;Ud5jpTofcwBZzZtv;scroll
244;2022-01-12 19:09:50.338000+00:00;Ud5jpTofcwBZzZtv;scroll
245;2022-01-12 19:09:50.354000+00:00;Ud5jpTofcwBZzZtv;scroll
246;2022-01-12 19:09:50.371000+00:00;Ud5jpTofcwBZzZtv;scroll
247;2022-01-12 19:09:50.387000+00:00;Ud5jpTofcwBZzZtv;scroll
248;2022-01-12 19:09:50.404000+00:00;Ud5jpTofcwBZzZtv;scroll
249;2022-01-12 19:09:50.421000+00:00;Ud5jpTofcwBZzZtv;scroll
250;2022-01-12 19:09:50.437000+00:00;Ud5jpTofcwBZzZtv;scroll
251;2022-01-12 19:09:50.454000+00:00;Ud5jpTofcwBZzZtv;scroll
252;2022-01-12 19:09:50.471000+00:00;Ud5jpTofcwBZzZtv;scroll
253;2022-01-12 19:09:50.488000+00:00;Ud5jpTofcwBZzZtv;scroll
254;2022-01-12 19:09:50.504000+00:00;Ud5jpTofcwBZzZtv;scroll
255;2022-01-12 19:09:50.521000+00:00;Ud5jpTofcwBZzZtv;scroll
256;2022-01-12 19:09:50.537000+00:00;Ud5jpTofcwBZzZtv;scroll
257;2022-01-12 19:09:50.554000+00:00;Ud5jpTofcwBZzZtv;scroll
258;2022-01-12 19:09:50.571000+00:00;Ud5jpTofcwBZzZtv;scroll
259;2022-01-12 19:09:50.587000+00:00;Ud5jpTofcwBZzZtv;scroll
260;2022-01-12 19:09:51.154000+00:00;Ud5jpTofcwBZzZtv;scroll
261;2022-01-12 19:09:51.638000+00:00;Ud5jpTofcwBZzZtv;scroll
262;2022-01-12 19:09:51.655000+00:00;Ud5jpTofcwBZzZtv;scroll
263;2022-01-12 19:09:51.671000+00:00;Ud5jpTofcwBZzZtv;scroll
264;2022-01-12 19:09:51.688000+00:00;Ud5jpTofcwBZzZtv;scroll
265;2022-01-12 19:09:51.704000+00:00;Ud5jpTofcwBZzZtv;scroll
266;2022-01-12 19:09:51.721000+00:00;Ud5jpTofcwBZzZtv;scroll
267;2022-01-12 19:09:51.738000+00:00;Ud5jpTofcwBZzZtv;scroll
268;2022-01-12 19:09:51.754000+00:00;Ud5jpTofcwBZzZtv;scroll
269;2022-01-12 19:09:51.771000+00:00;Ud5jpTofcwBZzZtv;scroll
270;2022-01-12 19:09:51.788000+00:00;Ud5jpTofcwBZzZtv;scroll
271;2022-01-12 19:09:51.805000+00:00;Ud5jpTofcwBZzZtv;scroll
272;2022-01-12 19:09:51.821000+00:00;Ud5jpTofcwBZzZtv;scroll
273;2022-01-12 19:09:51.838000+00:00;Ud5jpTofcwBZzZtv;scroll
274;2022-01-12 19:09:51.855000+00:00;Ud5jpTofcwBZzZtv;scroll
275;2022-01-12 19:09:51.871000+00:00;Ud5jpTofcwBZzZtv;scroll
276;2022-01-12 19:09:51.887000+00:00;Ud5jpTofcwBZzZtv;scroll
277;2022-01-12 19:09:51.905000+00:00;Ud5jpTofcwBZzZtv;scroll
278;2022-01-12 19:09:51.921000+00:00;Ud5jpTofcwBZzZtv;scroll
279;2022-01-12 19:09:51.938000+00:00;Ud5jpTofcwBZzZtv;scroll
280;2022-01-12 19:09:51.955000+00:00;Ud5jpTofcwBZzZtv;scroll
281;2022-01-12 19:09:51.971000+00:00;Ud5jpTofcwBZzZtv;scroll
282;2022-01-12 19:09:52.605000+00:00;Ud5jpTofcwBZzZtv;scroll
283;2022-01-12 19:09:53.021000+00:00;Ud5jpTofcwBZzZtv;scroll
284;2022-01-12 19:09:53.038000+00:00;Ud5jpTofcwBZzZtv;scroll
285;2022-01-12 19:09:53.055000+00:00;Ud5jpTofcwBZzZtv;scroll
286;2022-01-12 19:09:53.072000+00:00;Ud5jpTofcwBZzZtv;scroll
287;2022-01-12 19:09:53.087000+00:00;Ud5jpTofcwBZzZtv;scroll
288;2022-01-12 19:09:53.104000+00:00;Ud5jpTofcwBZzZtv;scroll
289;2022-01-12 19:09:53.121000+00:00;Ud5jpTofcwBZzZtv;scroll
290;2022-01-12 19:09:53.138000+00:00;Ud5jpTofcwBZzZtv;scroll
291;2022-01-12 19:09:53.155000+00:00;Ud5jpTofcwBZzZtv;scroll
292;2022-01-12 19:09:53.171000+00:00;Ud5jpTofcwBZzZtv;scroll
293;2022-01-12 19:09:53.188000+00:00;Ud5jpTofcwBZzZtv;scroll
294;2022-01-12 19:09:53.204000+00:00;Ud5jpTofcwBZzZtv;scroll
295;2022-01-12 19:09:53.221000+00:00;Ud5jpTofcwBZzZtv;scroll
296;2022-01-12 19:09:53.238000+00:00;Ud5jpTofcwBZzZtv;scroll
297;2022-01-12 19:09:53.255000+00:00;Ud5jpTofcwBZzZtv;scroll
298;2022-01-12 19:09:53.271000+00:00;Ud5jpTofcwBZzZtv;scroll
299;2022-01-12 19:09:53.288000+00:00;Ud5jpTofcwBZzZtv;scroll
300;2022-01-12 19:09:53.304000+00:00;Ud5jpTofcwBZzZtv;scroll
301;2022-01-12 19:09:53.321000+00:00;Ud5jpTofcwBZzZtv;scroll
302;2022-01-12 19:09:53.338000+00:00;Ud5jpTofcwBZzZtv;scroll
303;2022-01-12 19:09:54.006000+00:00;Ud5jpTofcwBZzZtv;scroll
304;2022-01-12 19:09:54.488000+00:00;Ud5jpTofcwBZzZtv;scroll
305;2022-01-12 19:09:54.505000+00:00;Ud5jpTofcwBZzZtv;scroll
306;2022-01-12 19:09:54.522000+00:00;Ud5jpTofcwBZzZtv;scroll
307;2022-01-12 19:09:54.538000+00:00;Ud5jpTofcwBZzZtv;scroll
308;2022-01-12 19:09:54.555000+00:00;Ud5jpTofcwBZzZtv;scroll
309;2022-01-12 19:09:54.571000+00:00;Ud5jpTofcwBZzZtv;scroll
310;2022-01-12 19:09:54.588000+00:00;Ud5jpTofcwBZzZtv;scroll
311;2022-01-12 19:09:54.604000+00:00;Ud5jpTofcwBZzZtv;scroll
312;2022-01-12 19:09:54.621000+00:00;Ud5jpTofcwBZzZtv;scroll
313;2022-01-12 19:09:54.637000+00:00;Ud5jpTofcwBZzZtv;scroll
314;2022-01-12 19:09:54.654000+00:00;Ud5jpTofcwBZzZtv;scroll
315;2022-01-12 19:09:54.670000+00:00;Ud5jpTofcwBZzZtv;scroll
316;2022-01-12 19:09:55.222000+00:00;Ud5jpTofcwBZzZtv;scroll
317;2022-01-12 19:09:56.004000+00:00;Ud5jpTofcwBZzZtv;scroll
318;2022-01-12 19:09:56.022000+00:00;Ud5jpTofcwBZzZtv;scroll
319;2022-01-12 19:09:56.038000+00:00;Ud5jpTofcwBZzZtv;scroll
320;2022-01-12 19:09:56.055000+00:00;Ud5jpTofcwBZzZtv;scroll
321;2022-01-12 19:09:56.070000+00:00;Ud5jpTofcwBZzZtv;scroll
322;2022-01-12 19:09:56.087000+00:00;Ud5jpTofcwBZzZtv;scroll
323;2022-01-12 19:09:56.105000+00:00;Ud5jpTofcwBZzZtv;scroll
324;2022-01-12 19:09:56.121000+00:00;Ud5jpTofcwBZzZtv;scroll
