;time;token;event;nodeName;global_position;local_position;local_dimensions;nodeType
21;2022-01-13 12:46:56.332000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[925, 829];[284, 4];[14, 14];checkbox
22;2022-01-13 12:46:57.027000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[925, 832];[261, 12];[543, 24];
23;2022-01-13 12:46:57.028000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[925, 832];[284, 7];[14, 14];checkbox
24;2022-01-13 12:46:57.570000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[917, 859];[253, 13];[403, 24];
25;2022-01-13 12:46:57.571000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[917, 859];[276, 8];[14, 14];checkbox
26;2022-01-13 12:47:14.021000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[1176, 837];[535, 12];[14, 14];checkbox
27;2022-01-13 12:47:14.021000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[1176, 837];[512, 17];[543, 24];
28;2022-01-13 12:47:14.856000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[1017, 867];[376, 16];[14, 14];checkbox
29;2022-01-13 12:47:14.856000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[1017, 867];[353, 21];[403, 24];
30;2022-01-13 12:47:15.113000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[950, 898];[286, 0];[584, 24];
31;2022-01-13 12:47:15.114000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[950, 898];[309, -5];[14, 14];checkbox
32;2022-01-13 12:47:16.033000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[908, 903];[244, 5];[584, 24];
33;2022-01-13 12:47:16.035000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[908, 903];[267, 0];[14, 14];checkbox
34;2022-01-13 12:47:16.395000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[923, 880];[282, 3];[14, 14];checkbox
35;2022-01-13 12:47:16.395000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[923, 880];[259, 8];[335, 24];
36;2022-01-13 12:47:32.550000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[737, 1077];[96, 6];[14, 14];radio
37;2022-01-13 12:47:32.550000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[737, 1077];[73, 11];[109, 24];
38;2022-01-13 12:48:56.805000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[808, 288];[144, 14];[241, 24];
39;2022-01-13 12:48:56.806000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[808, 288];[167, 9];[14, 14];radio
40;2022-01-13 12:49:00.690000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[730, 315];[66, 15];[95, 24];
41;2022-01-13 12:49:00.691000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[730, 315];[89, 10];[14, 14];radio
42;2022-01-13 12:49:23.486000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[1103, 610];[439, 10];[550, 24];
43;2022-01-13 12:49:23.487000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[1103, 610];[462, 5];[14, 14];radio
44;2022-01-13 12:50:05.760000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[872, 888];[208, 16];[335, 24];
45;2022-01-13 12:50:05.761000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[872, 888];[231, 11];[14, 14];checkbox
46;2022-01-13 12:50:06.289000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[873, 829];[209, 9];[543, 24];
47;2022-01-13 12:50:06.290000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[873, 829];[232, 4];[14, 14];checkbox
48;2022-01-13 12:50:20.640000+00:00;W3fIK8v3aAKz+OMn;click;BUTTON;[2409, 1255];[69, 15];[192, 36];
49;2022-01-13 12:50:32.113000+00:00;W3fIK8v3aAKz+OMn;click;BUTTON;[2502, 1255];[0, 0];[0, 0];
50;2022-01-13 12:53:00.184000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[797, 316];[133, 9];[709, 24];
51;2022-01-13 12:53:00.185000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[797, 316];[156, 4];[14, 14];radio
52;2022-01-13 12:53:30.608000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[795, 311];[131, 12];[407, 24];
53;2022-01-13 12:53:30.609000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[795, 311];[154, 7];[14, 14];checkbox
54;2022-01-13 12:53:39.661000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[775, 257];[111, 10];[698, 24];
55;2022-01-13 12:53:39.662000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[775, 257];[134, 5];[14, 14];checkbox
56;2022-01-13 12:53:50.452000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[1016, 233];[352, 12];[419, 24];
57;2022-01-13 12:53:50.453000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[1016, 233];[375, 7];[14, 14];checkbox
58;2022-01-13 12:53:50.595000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[1016, 233];[352, 12];[419, 24];
59;2022-01-13 12:53:50.595000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[1016, 233];[375, 7];[14, 14];checkbox
60;2022-01-13 12:53:51.630000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[1114, 204];['', ''];['', ''];
61;2022-01-13 12:54:12.884000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[867, 222];[34, 25];[205, 26];text
62;2022-01-13 12:54:33.501000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[925, 348];[92, 9];[205, 26];text
63;2022-01-13 12:55:04.649000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[1228, 411];['', ''];['', ''];
64;2022-01-13 12:55:04.930000+00:00;W3fIK8v3aAKz+OMn;click;LI;[1293, 419];['', ''];['', ''];
65;2022-01-13 12:55:17.682000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[874, 361];[41, 22];[205, 26];text
66;2022-01-13 12:57:06.008000+00:00;W3fIK8v3aAKz+OMn;click;LI;[1154, 681];['', ''];['', ''];
67;2022-01-13 12:57:06.471000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[946, 708];[113, 13];[205, 26];text
68;2022-01-13 12:57:22.480000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[944, 700];[111, 5];[205, 26];text
69;2022-01-13 12:57:30.489000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[1115, 828];['', ''];['', ''];
70;2022-01-13 12:58:48.878000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[619, 252];['', ''];['', ''];
71;2022-01-13 12:59:25.622000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[687, 307];['', ''];['', ''];
72;2022-01-13 12:59:49.986000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[762, 510];[82, 16];[411, 24];
73;2022-01-13 12:59:49.988000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[762, 510];[121, 509];[14, 14];checkbox
74;2022-01-13 12:59:51.032000+00:00;W3fIK8v3aAKz+OMn;click;NULL;[589, 415];['', ''];['', ''];
75;2022-01-13 12:59:54.535000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[665, 534];[8, 9];[14, 14];checkbox
76;2022-01-13 12:59:58.519000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[663, 537];[6, 12];[14, 14];checkbox
77;2022-01-13 13:00:03.412000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[663, 510];[6, 11];[14, 14];checkbox
78;2022-01-13 13:00:09.026000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[670, 487];[13, 14];[14, 14];checkbox
79;2022-01-13 13:00:13.964000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[671, 458];[14, 11];[14, 14];checkbox
80;2022-01-13 13:00:31.664000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[661, 696];[4, 2];[14, 14];checkbox
81;2022-01-13 13:00:36.218000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[665, 676];[8, 8];[14, 14];checkbox
82;2022-01-13 13:00:49.767000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[663, 267];[6, 7];[14, 14];checkbox
83;2022-01-13 13:00:52.471000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[659, 320];[2, 8];[14, 14];checkbox
84;2022-01-13 13:00:55.974000+00:00;W3fIK8v3aAKz+OMn;click;LI;[655, 284];['', ''];['', ''];
85;2022-01-13 13:00:56.475000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[670, 296];[13, 10];[14, 14];checkbox
86;2022-01-13 13:01:08.229000+00:00;W3fIK8v3aAKz+OMn;click;NULL;[429, 713];['', ''];['', ''];
87;2022-01-13 13:01:20.205000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[675, 552];['', ''];['', ''];
88;2022-01-13 13:01:20.710000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[666, 548];[9, 7];[14, 14];checkbox
89;2022-01-13 13:01:20.952000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[666, 587];['', ''];['', ''];
90;2022-01-13 13:01:21.477000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[672, 623];[15, 4];[14, 14];checkbox
91;2022-01-13 13:01:23.665000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[664, 587];['', ''];['', ''];
92;2022-01-13 13:01:24.170000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[664, 602];[7, 9];[14, 14];checkbox
93;2022-01-13 13:01:25.425000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[663, 601];[6, 8];[14, 14];checkbox
94;2022-01-13 13:01:36.147000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[666, 600];[9, 0];[14, 14];checkbox
95;2022-01-13 13:01:39.493000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[661, 641];['', ''];['', ''];
96;2022-01-13 13:01:39.953000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[665, 628];[8, 2];[14, 14];checkbox
97;2022-01-13 13:01:41.972000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[629, 712];['', ''];['', ''];
98;2022-01-13 13:01:42.636000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[663, 707];[6, 3];[14, 14];checkbox
99;2022-01-13 13:01:44.413000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[664, 708];[7, 4];[14, 14];checkbox
100;2022-01-13 13:01:44.787000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[662, 686];[5, 8];[14, 14];checkbox
101;2022-01-13 13:01:45.053000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[662, 686];[5, 8];[14, 14];checkbox
102;2022-01-13 13:01:45.489000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[662, 686];[5, 8];[14, 14];checkbox
103;2022-01-13 13:01:45.982000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[657, 687];[-1, 9];[14, 14];checkbox
104;2022-01-13 13:01:55.016000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[673, 904];['', ''];['', ''];
105;2022-01-13 13:01:55.438000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[666, 847];[9, 8];[14, 14];checkbox
106;2022-01-13 13:01:56.086000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[665, 904];[8, 13];[14, 14];checkbox
107;2022-01-13 13:02:03.476000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[666, 795];[9, 8];[14, 14];checkbox
108;2022-01-13 13:02:09.462000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[663, 823];[6, 10];[14, 14];checkbox
109;2022-01-13 13:02:09.960000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[663, 848];[6, 9];[14, 14];checkbox
110;2022-01-13 13:02:10.320000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[667, 899];[10, 8];[14, 14];checkbox
111;2022-01-13 13:02:10.563000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[670, 875];[13, 10];[14, 14];checkbox
112;2022-01-13 13:02:30.744000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[662, 436];[5, 6];[14, 14];checkbox
113;2022-01-13 13:02:35.480000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[663, 468];[6, 12];[14, 14];checkbox
114;2022-01-13 13:02:36.055000+00:00;W3fIK8v3aAKz+OMn;click;NULL;[562, 445];['', ''];['', ''];
115;2022-01-13 13:02:44.689000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[645, 379];[4, 2];[14, 14];radio
116;2022-01-13 13:02:55.409000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[741, 637];['', ''];['', ''];
117;2022-01-13 13:02:55.879000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[734, 616];[20, 23];[67, 36];
118;2022-01-13 13:02:55.880000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[734, 616];[18, 22];[10, 10];radio
119;2022-01-13 13:02:56.897000+00:00;W3fIK8v3aAKz+OMn;click;NULL;[560, 601];['', ''];['', ''];
120;2022-01-13 13:02:59.282000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[651, 798];[11, 25];[73, 36];
121;2022-01-13 13:02:59.283000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[651, 798];[9, 24];[10, 10];radio
122;2022-01-13 13:03:00.386000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[1040, 809];['', ''];['', ''];
123;2022-01-13 13:03:08.350000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[656, 966];[16, 13];[73, 36];
124;2022-01-13 13:03:08.351000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[656, 966];[14, 12];[10, 10];radio
125;2022-01-13 13:03:12.622000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[750, 1146];[36, 13];[67, 36];
126;2022-01-13 13:03:12.623000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[750, 1146];[34, 12];[10, 10];radio
127;2022-01-13 13:03:15.082000+00:00;W3fIK8v3aAKz+OMn;click;BUTTON;[2469, 1276];[129, 36];[192, 36];
128;2022-01-13 13:03:15.409000+00:00;W3fIK8v3aAKz+OMn;click;NULL;[2457, 1258];['', ''];['', ''];
129;2022-01-13 13:03:26.985000+00:00;W3fIK8v3aAKz+OMn;click;BUTTON;[2449, 1248];[0, 0];[0, 0];
130;2022-01-13 13:05:26.387000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[661, 237];[19, 6];[10, 10];radio
131;2022-01-13 13:05:26.387000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[661, 237];[21, 7];[73, 36];
132;2022-01-13 13:05:38.938000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[681, 444];[41, 10];[73, 36];
133;2022-01-13 13:05:38.939000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[681, 444];[39, 9];[10, 10];radio
134;2022-01-13 13:05:39.367000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[728, 235];[14, 5];[67, 36];
135;2022-01-13 13:05:39.367000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[728, 235];[12, 4];[10, 10];radio
136;2022-01-13 13:05:44.837000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[653, 420];[13, 10];[73, 36];
137;2022-01-13 13:05:44.838000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[653, 420];[11, 9];[10, 10];radio
138;2022-01-13 13:05:50.876000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[689, 612];[49, 22];[73, 36];
139;2022-01-13 13:05:50.877000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[689, 612];[47, 21];[10, 10];radio
140;2022-01-13 13:08:10.302000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[646, 865];[5, 14];[14, 14];checkbox
141;2022-01-13 13:08:11.155000+00:00;W3fIK8v3aAKz+OMn;click;NULL;[582, 742];['', ''];['', ''];
142;2022-01-13 13:08:29.950000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[979, 1157];[315, 13];[967, 24];
143;2022-01-13 13:08:29.951000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[979, 1157];[338, 8];[14, 14];radio
144;2022-01-13 13:08:31.684000+00:00;W3fIK8v3aAKz+OMn;click;BUTTON;[2384, 1257];[44, 17];[192, 36];
145;2022-01-13 13:08:40.564000+00:00;W3fIK8v3aAKz+OMn;click;BUTTON;[2478, 1258];[0, 0];[0, 0];
146;2022-01-13 13:09:01.492000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[733, 295];[69, 14];[101, 24];
147;2022-01-13 13:09:01.492000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[733, 295];[92, 9];[14, 14];radio
148;2022-01-13 13:09:10.864000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[980, 471];[316, 20];[548, 24];
149;2022-01-13 13:09:10.865000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[980, 471];[339, 15];[14, 14];radio
150;2022-01-13 13:09:19.422000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[650, 421];['', ''];['', ''];
151;2022-01-13 13:09:19.767000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[648, 414];[7, 10];[14, 14];radio
152;2022-01-13 13:10:19.953000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[699, 318];[35, 11];[90, 24];
153;2022-01-13 13:10:19.954000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[699, 318];[58, 6];[14, 14];radio
154;2022-01-13 13:10:35.154000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[656, 128];['', ''];['', ''];
155;2022-01-13 13:10:35.988000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[650, 134];[9, 10];[14, 14];radio
156;2022-01-13 13:11:03.972000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[649, 374];[8, 6];[14, 14];checkbox
157;2022-01-13 13:11:04.572000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[650, 403];[9, 9];[14, 14];checkbox
158;2022-01-13 13:11:04.779000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[654, 431];[13, 11];[14, 14];checkbox
159;2022-01-13 13:11:05.628000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[821, 656];[92, 23];[205, 26];text
160;2022-01-13 13:14:22.362000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[1522, 1146];['', ''];['', ''];
161;2022-01-13 13:14:22.668000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[1573, 1071];['', ''];['', ''];
162;2022-01-13 13:14:35.387000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[759, 805];[83, 7];[205, 26];text
163;2022-01-13 13:15:41.883000+00:00;W3fIK8v3aAKz+OMn;click;BUTTON;[2474, 1251];[134, 11];[192, 36];
164;2022-01-13 13:15:52.700000+00:00;W3fIK8v3aAKz+OMn;click;BUTTON;[2449, 1266];[0, 0];[0, 0];
165;2022-01-13 13:15:59.789000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[753, 237];[85, 6];[205, 26];text
166;2022-01-13 13:16:03.037000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[1031, 345];['', ''];['', ''];
167;2022-01-13 13:16:36.896000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[802, 245];[134, 14];[205, 26];text
168;2022-01-13 13:16:37.488000+00:00;W3fIK8v3aAKz+OMn;click;NULL;[575, 265];['', ''];['', ''];
169;2022-01-13 13:16:38.601000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[803, 257];[135, 26];[205, 26];text
170;2022-01-13 13:16:50.256000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[710, 244];[42, 13];[205, 26];text
171;2022-01-13 13:19:17.918000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[762, 445];['', ''];['', ''];
172;2022-01-13 13:19:29.574000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[1015, 593];[351, 19];[501, 24];
173;2022-01-13 13:19:29.576000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[1015, 593];[374, 14];[14, 14];checkbox
174;2022-01-13 13:19:35.265000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[982, 588];[318, 14];[501, 24];
175;2022-01-13 13:19:35.266000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[982, 588];[341, 9];[14, 14];checkbox
176;2022-01-13 13:19:35.583000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[975, 613];[311, 13];[479, 24];
177;2022-01-13 13:19:36.040000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[980, 619];[316, 19];[479, 24];
178;2022-01-13 13:19:37.151000+00:00;W3fIK8v3aAKz+OMn;click;LABEL;[707, 612];[43, 12];[479, 24];
179;2022-01-13 13:19:37.710000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[640, 615];['', ''];['', ''];
180;2022-01-13 13:19:38.162000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[651, 615];[10, 10];[14, 14];checkbox
181;2022-01-13 13:19:42.725000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[651, 642];[10, 11];[14, 14];checkbox
182;2022-01-13 13:19:52.461000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[648, 563];[7, 10];[14, 14];checkbox
183;2022-01-13 13:19:58.374000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[653, 831];[12, 6];[14, 14];radio
184;2022-01-13 13:20:11.557000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[650, 1133];[9, 10];[14, 14];checkbox
185;2022-01-13 13:20:14.780000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[650, 1055];[9, 10];[14, 14];checkbox
186;2022-01-13 13:20:15.764000+00:00;W3fIK8v3aAKz+OMn;click;BUTTON;[2451, 1257];[111, 17];[192, 36];
187;2022-01-13 13:20:20.893000+00:00;W3fIK8v3aAKz+OMn;click;BUTTON;[2483, 1249];[0, 0];[0, 0];
188;2022-01-13 13:20:36.218000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[651, 319];[10, 7];[14, 14];radio
189;2022-01-13 13:20:46.516000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[648, 489];[7, 9];[14, 14];radio
190;2022-01-13 13:26:10.892000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[644, 480];[3, 10];[14, 14];radio
191;2022-01-13 13:26:33.055000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[649, 466];[8, 8];[14, 14];radio
192;2022-01-13 13:26:56.452000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[647, 414];[6, 13];[14, 14];radio
193;2022-01-13 13:26:57.839000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[633, 624];['', ''];['', ''];
194;2022-01-13 13:27:17.392000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[659, 728];['', ''];['', ''];
195;2022-01-13 13:27:17.875000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[646, 735];[5, 10];[14, 14];checkbox
196;2022-01-13 13:27:18.134000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[650, 757];[9, 6];[14, 14];checkbox
197;2022-01-13 13:27:19.587000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[647, 812];[6, 9];[14, 14];checkbox
198;2022-01-13 13:27:21.512000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[654, 832];[13, 3];[14, 14];checkbox
199;2022-01-13 13:27:44.036000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[651, 1060];[10, 11];[14, 14];radio
200;2022-01-13 13:27:44.356000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[650, 1118];['', ''];['', ''];
201;2022-01-13 13:27:44.699000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[649, 1108];[8, 9];[14, 14];radio
202;2022-01-13 13:27:49.814000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[651, 1132];[10, 7];[14, 14];radio
203;2022-01-13 13:27:52.785000+00:00;W3fIK8v3aAKz+OMn;click;BUTTON;[2471, 1250];[131, 10];[192, 36];
204;2022-01-13 13:28:00.310000+00:00;W3fIK8v3aAKz+OMn;click;BUTTON;[2465, 1261];[0, 0];[0, 0];
205;2022-01-13 13:28:01.677000+00:00;W3fIK8v3aAKz+OMn;click;INPUT;[760, 256];[93, 17];[205, 26];text
206;2022-01-13 13:28:02.107000+00:00;W3fIK8v3aAKz+OMn;click;DIV;[1717, 222];['', ''];['', ''];
207;2022-01-13 13:28:20.662000+00:00;W3fIK8v3aAKz+OMn;click;BUTTON;[2382, 761];[25, 16];[192, 36];
